School Name,Mobile Number,Telephone Number,Address
"Jawahar Navodaya Vidyalaya in Ratibad, Bhopal",,755-2896648,"Ratibad, Bhopal - 462002, Po Suraj Nagar, Near Patel Engineering College"
"Gems Public School in Katara Hills, Bhopal",7771010328,,"Katara Main Road, Katara Hills, Bhopal - 462043"
"Bal Bharati Public School in Nishatpura, Bhopal",,755-2730206,"Nishatpura, Bhopal - 462013, Railway Coach Rehabilitation Workshop"
"Crescent Public School in Jahangirabad, Bhopal",,755-4916778,"Chiklod Road, Jahangirabad, Bhopal - 462008"
"Raja Bhoj Higher Secondary School in Arera Colony, Bhopal",8120608961,,"No 10, Arera Colony, Bhopal - 462016, Parisad, Galla Mandi, 1100 Quarters"
"Kamla Devi Public School in Bhanpur, Bhopal",,755-2970179,"Chhola Over Bridge Road, Bhanpur, Bhopal - 462010, Behind BMHRC,Near Karond Mandi"
"Kendriya Vidyalaya in Jahangirabad, Bhopal",8412659741,,"Maida Mill Road, Jahangirabad, Bhopal - 462008, Slums"
"All Saints School in Gandhinagar, Bhopal",,755-2528644,"National Highway 12, Gandhinagar, Bhopal - 462036, Phasing International Airport"
"Kendriya Vidyalaya C R P F in Bangrasia, Bhopal",,7480-262411,"Bhojpur Road, Bangrasia, Bhopal - 462045"
"Govt Girls Higher Secondary School in Jahangirabad, Bhopal",,755-2764360,"Jahangirabad, Bhopal - 462008"
"Daffodils Higher Secondary School in Ashoka Garden, Bhopal",,755-4252401,"H.No.36 Iqbal Colony New Ashoka Garden Bhopal, Ashoka Garden, Bhopal - 462023"
"St. Joseph International School For Excellence in , Bhopal",8319173824,,"Tarasevania, Near Paravalia Sadak, Bhopal, Bhopal - 462030"
"St. Joseph International School For Excellence in Air Port, Bhopal",7947296264,,"Tara Shivanaya, Parvaliya Sadak, Air Port, Bhopal - 462030, Near Airport,"
"Mahatma Gandhi Higher Secondary School in Awadhpuri, Bhopal",7224881864,,"Sector A, Berkheda, Awadhpuri, Bhopal - 462022, Behind Side Of Govt Pg College"
"G B Pant Higher Secondary School in Ashoka Garden, Bhopal",9179413150,,"Swadesh Nagar, Samrat Colony, Ashoka Garden, Bhopal - 462023"
"Red Rose School in Berasia Road, Bhopal",,755-2854662,"119/120, Lambakheda Berasia Road, Berasia Road, Bhopal - 462001, Near Hp Petrol Pump Near Maharshi School"
"Kidzee Ashoka Garden in Ashoka Garden, Bhopal",,755-4010305,"House No- 152, Ashoka Garden, Bhopal - 462023, Behind Sam Girls College"
"Nalanda Public School in Arera Colony, Bhopal",,755-2464667,"E3/196, Arera Colony, Bhopal - 462016"
"USPA - United School Of Performing Art in Misrod, Bhopal",7947295395,,"D-1/148, Danish Nagar, Misrod, Bhopal - 462026, Aashima Mall"
"Cambridge H.s. School in IDGAH Hills, Bhopal",,755-2541178,"IDGAH Hills, Bhopal - 462001, Lower Idgah Hills, Near Bhopal Gate,State Bank Chouraha,"
"Holy Cross Co-Ed School in Fanda, Bhopal",,755-2854676,"Lambakheda, Berasia Road, Bhopal, Fanda, Bhopal - 462030"
"John Bosco Public School in Aish Bagh, Bhopal",,7480-2759666,"JOHN BOSCO PUBLIC SCHOOL, Naveen Nagar, Aish Bagh, Bhopal - 462010"
"Neo MyPlanet Bagless PreSchool Katara Hills in Katara Hills, Bhopal",8839223066,,"C-9, Fortune Soumya Atlantis, Katara Hills, Bhopal - 462043, Near Signature City"
"Jawaharlal Nehru School P.W. in Govindpura, Bhopal",,755-2503708,"Road, Ward 43, Govindpura, Bhopal - 462023"
"Shaskiya Kamla Nehru Girls Higher Secondary School in Tt Nagar, Bhopal",9425015999,,"Tin Shed, New Market, North, Tt Nagar, Bhopal - 462003"
"St George Co Ed S R Secondary School in Karond, Bhopal",,755-2980472,"Berasia Road, Karond, Bhopal - 462038, Opp. BMHRC Hospital"
"Sri Aurobindo School in Tulsi Nagar, Bhopal",,755-2558286,"Tulsi Nagar, Bhopal - 462003, Behind Kannad Bhawan"
"Canyon Higher Secondary School in Ghora Nakkas, Bhopal",,755-2544111,"Mandir Mahadev Road, Ghora Nakkas, Bhopal - 462001, Behind Market, Somwara"
"St. Michaels H.S School in Lakherapura, Bhopal",,755-2740918,"Tolwali Masjid Road Ibrahim Pura, Distt. Bhopal (M.P .), Lakherapura, Bhopal - 462001"
"Bhopal Public School in Saket Nagar, Bhopal",,755-2414744,"Sector 2 A, Aiim Road, Saket Nagar, Bhopal - 462024, Near Jain Mandir"
"Gyan Ganga International Academy in Misord, Bhopal",,755-4023900,"Hoshangabad Road, NH 12, Misord, Bhopal - 462047, Near Amer Green Hotel, Ratanpur"
"Asnani School Bhopal in Hoshangabad Road, Bhopal",,755-2985828,"Hoshangabad Road, Bhopal - 462011, Near Pebble Bay"
"Mount Carmel School in Hoshangabad Road, Bhopal",,755-2480727,"Arvind Vihar,, Bagh Mugalia,Hoshangabad Road, Hoshangabad Road, Bhopal - 462011"
"Hema Higher Secondary School in Govindpura, Bhopal",,755-2587270,"D Sector, Govindpura, Bhopal - 462023, Security Lines Bhel"
"Ideal Higher Secondary School in Govindpura, Bhopal",,755-4260445,"6, Raisen Road, Govindpura, Bhopal - 462023, Punjabi Bagh,Gurudwara"
"Shemrock Honey Kids in Kolar Road, Bhopal",7947296207,,"9-Dk- 3/229 Danish Kunj, Kolar Road, Bhopal - 462042, Near Danish kunj square"
"Mothers Pride Convent Public School in Sultania Road, Bhopal",,755-2730777,"58, Old Kotwali Road, Sultania Road, Bhopal - 462001, Lialabhuj Road"
"World Way International School in Arera Colony, Bhopal",,755-4276668,"E/8, Extension, Gulmohar Road, Arera Colony, Bhopal - 462039, Near Aakriti Eco City"
"St.Josephs Co-Ed School in Bhopal Gpo, Bhopal",,755-2879460,"Divine Nagar, Gehunkheda,, Kolar Road, Bhopal, Bhopal Gpo, Bhopal - 462001"
"Mithi Gobindram Public School in Sant Hirdaram Nagar, Bhopal",,755-2640176,"Lake Road,, Bairagarh, Bhopal, Sant Hirdaram Nagar, Bhopal - 462030"
"Hind Convent School in Aish Bagh, Bhopal",,755-2705634,"14 Iqbal Nagar, Aish Bagh, Bhopal - 462010, Ashok Vihar"
"Gvn The Global School in Bhel, Bhopal",,755-2580041,"Sector - C,, Bhel, Bhopal - 462022, Govindpura"
"St Francis Higher Secondary School in Jahangirabad, Bhopal",,755-2573015,"Jinsi Road, Jahangirabad, Bhopal - 462008"
"Kopal High Secondary School in Nehru Nagar, Bhopal",,755-2762232,"Main Road,Neelbad Road, Nehru Nagar, Bhopal - 462003, Kotra Sultanabad,Barkhedi Kalan"
"Sagar Public School in Gulmohar Colony, Bhopal",7553243300,,"Sagar Public School, Rohit Nagar, Rohit Nagar, Gulmohar Colony, Bhopal - 462039, Near Akriti Eco City"
"Sarojini Naidu Girls Higher Secondary School in Char Imli, Bhopal",8989812598,,"No 6 Locality, Char Imli, Bhopal - 462016"
"Demonstration Multipurpose School in Shamla Hills, Bhopal",,755-2661219,"Shamla Hills, Bhopal - 462013, Nr Janma Hotel"
"Ideal Higher Scendary School in Raisen, Bhopal",,755-2592469,"6, Raisen Road , Punjabi Bagh, Guru Nanak Mandir, Raisen Road, Punjabi Bagh, Guru Nanak Mandi, Raisen, Bhopal - 462023"
"Mayflower Public School in Sultanbad, Bhopal",,755-4286912,"Sultanbad, Bhopal - 462003, Bhd Veeranagana Laxmi Parisar, Kotra"
"M K N School in Govindpura, Bhopal",,755-2601036,"Sector B, Govindpura, Bhopal - 462023"
"Jawahar Navodaya Vidyalaya in Ratibad, Bhopal",,755-2896648,"Ratibad, Bhopal - 462002, Po Suraj Nagar, Near Patel Engineering College"
"Gems Public School in Katara Hills, Bhopal",7771010328,,"Katara Main Road, Katara Hills, Bhopal - 462043"
"Bal Bharati Public School in Nishatpura, Bhopal",,755-2730206,"Nishatpura, Bhopal - 462013, Railway Coach Rehabilitation Workshop"
"Crescent Public School in Jahangirabad, Bhopal",,755-4916778,"Chiklod Road, Jahangirabad, Bhopal - 462008"
"Raja Bhoj Higher Secondary School in Arera Colony, Bhopal",8120608961,,"No 10, Arera Colony, Bhopal - 462016, Parisad, Galla Mandi, 1100 Quarters"
"Kamla Devi Public School in Bhanpur, Bhopal",,755-2970179,"Chhola Over Bridge Road, Bhanpur, Bhopal - 462010, Behind BMHRC,Near Karond Mandi"
"Kendriya Vidyalaya in Jahangirabad, Bhopal",8412659741,,"Maida Mill Road, Jahangirabad, Bhopal - 462008, Slums"
"All Saints School in Gandhinagar, Bhopal",,755-2528644,"National Highway 12, Gandhinagar, Bhopal - 462036, Phasing International Airport"
"Kendriya Vidyalaya C R P F in Bangrasia, Bhopal",,7480-262411,"Bhojpur Road, Bangrasia, Bhopal - 462045"
"Govt Girls Higher Secondary School in Jahangirabad, Bhopal",,755-2764360,"Jahangirabad, Bhopal - 462008"
"Daffodils Higher Secondary School in Ashoka Garden, Bhopal",,755-4252401,"H.No.36 Iqbal Colony New Ashoka Garden Bhopal, Ashoka Garden, Bhopal - 462023"
"St. Joseph International School For Excellence in , Bhopal",8319173824,,"Tarasevania, Near Paravalia Sadak, Bhopal, Bhopal - 462030"
"St. Joseph International School For Excellence in Air Port, Bhopal",7947296264,,"Tara Shivanaya, Parvaliya Sadak, Air Port, Bhopal - 462030, Near Airport,"
"Mahatma Gandhi Higher Secondary School in Awadhpuri, Bhopal",7224881864,,"Sector A, Berkheda, Awadhpuri, Bhopal - 462022, Behind Side Of Govt Pg College"
"G B Pant Higher Secondary School in Ashoka Garden, Bhopal",9179413150,,"Swadesh Nagar, Samrat Colony, Ashoka Garden, Bhopal - 462023"
"Red Rose School in Berasia Road, Bhopal",,755-2854662,"119/120, Lambakheda Berasia Road, Berasia Road, Bhopal - 462001, Near Hp Petrol Pump Near Maharshi School"
"Kidzee Ashoka Garden in Ashoka Garden, Bhopal",,755-4010305,"House No- 152, Ashoka Garden, Bhopal - 462023, Behind Sam Girls College"
"Nalanda Public School in Arera Colony, Bhopal",,755-2464667,"E3/196, Arera Colony, Bhopal - 462016"
"USPA - United School Of Performing Art in Misrod, Bhopal",7947295395,,"D-1/148, Danish Nagar, Misrod, Bhopal - 462026, Aashima Mall"
"Cambridge H.s. School in IDGAH Hills, Bhopal",,755-2541178,"IDGAH Hills, Bhopal - 462001, Lower Idgah Hills, Near Bhopal Gate,State Bank Chouraha,"
"Holy Cross Co-Ed School in Fanda, Bhopal",,755-2854676,"Lambakheda, Berasia Road, Bhopal, Fanda, Bhopal - 462030"
"John Bosco Public School in Aish Bagh, Bhopal",,7480-2759666,"JOHN BOSCO PUBLIC SCHOOL, Naveen Nagar, Aish Bagh, Bhopal - 462010"
"Neo MyPlanet Bagless PreSchool Katara Hills in Katara Hills, Bhopal",8839223066,,"C-9, Fortune Soumya Atlantis, Katara Hills, Bhopal - 462043, Near Signature City"
"Jawaharlal Nehru School P.W. in Govindpura, Bhopal",,755-2503708,"Road, Ward 43, Govindpura, Bhopal - 462023"
"Shaskiya Kamla Nehru Girls Higher Secondary School in Tt Nagar, Bhopal",9425015999,,"Tin Shed, New Market, North, Tt Nagar, Bhopal - 462003"
"St George Co Ed S R Secondary School in Karond, Bhopal",,755-2980472,"Berasia Road, Karond, Bhopal - 462038, Opp. BMHRC Hospital"
"Sri Aurobindo School in Tulsi Nagar, Bhopal",,755-2558286,"Tulsi Nagar, Bhopal - 462003, Behind Kannad Bhawan"
"Canyon Higher Secondary School in Ghora Nakkas, Bhopal",,755-2544111,"Mandir Mahadev Road, Ghora Nakkas, Bhopal - 462001, Behind Market, Somwara"
"St. Michaels H.S School in Lakherapura, Bhopal",,755-2740918,"Tolwali Masjid Road Ibrahim Pura, Distt. Bhopal (M.P .), Lakherapura, Bhopal - 462001"
"Bhopal Public School in Saket Nagar, Bhopal",,755-2414744,"Sector 2 A, Aiim Road, Saket Nagar, Bhopal - 462024, Near Jain Mandir"
"Hind Convent School in Aish Bagh, Bhopal",,755-2705634,"14 Iqbal Nagar, Aish Bagh, Bhopal - 462010, Ashok Vihar"
"Gvn The Global School in Bhel, Bhopal",,755-2580041,"Sector - C,, Bhel, Bhopal - 462022, Govindpura"
"St Francis Higher Secondary School in Jahangirabad, Bhopal",,755-2573015,"Jinsi Road, Jahangirabad, Bhopal - 462008"
"Kopal High Secondary School in Nehru Nagar, Bhopal",,755-2762232,"Main Road,Neelbad Road, Nehru Nagar, Bhopal - 462003, Kotra Sultanabad,Barkhedi Kalan"
"Sagar Public School in Gulmohar Colony, Bhopal",7553243300,,"Sagar Public School, Rohit Nagar, Rohit Nagar, Gulmohar Colony, Bhopal - 462039, Near Akriti Eco City"
"Sarojini Naidu Girls Higher Secondary School in Char Imli, Bhopal",8989812598,,"No 6 Locality, Char Imli, Bhopal - 462016"
"Demonstration Multipurpose School in Shamla Hills, Bhopal",,755-2661219,"Shamla Hills, Bhopal - 462013, Nr Janma Hotel"
"Ideal Higher Scendary School in Raisen, Bhopal",,755-2592469,"6, Raisen Road , Punjabi Bagh, Guru Nanak Mandir, Raisen Road, Punjabi Bagh, Guru Nanak Mandi, Raisen, Bhopal - 462023"
"Mayflower Public School in Sultanbad, Bhopal",,755-4286912,"Sultanbad, Bhopal - 462003, Bhd Veeranagana Laxmi Parisar, Kotra"
"M K N School in Govindpura, Bhopal",,755-2601036,"Sector B, Govindpura, Bhopal - 462023"
"Jawahar Navodaya Vidyalaya in Ratibad, Bhopal",,755-2896648,"Ratibad, Bhopal - 462002, Po Suraj Nagar, Near Patel Engineering College"
"Gems Public School in Katara Hills, Bhopal",7771010328,,"Katara Main Road, Katara Hills, Bhopal - 462043"
"Bal Bharati Public School in Nishatpura, Bhopal",,755-2730206,"Nishatpura, Bhopal - 462013, Railway Coach Rehabilitation Workshop"
"Crescent Public School in Jahangirabad, Bhopal",,755-4916778,"Chiklod Road, Jahangirabad, Bhopal - 462008"
"Raja Bhoj Higher Secondary School in Arera Colony, Bhopal",8120608961,,"No 10, Arera Colony, Bhopal - 462016, Parisad, Galla Mandi, 1100 Quarters"
"Kamla Devi Public School in Bhanpur, Bhopal",,755-2970179,"Chhola Over Bridge Road, Bhanpur, Bhopal - 462010, Behind BMHRC,Near Karond Mandi"
"Kendriya Vidyalaya in Jahangirabad, Bhopal",8412659741,,"Maida Mill Road, Jahangirabad, Bhopal - 462008, Slums"
"All Saints School in Gandhinagar, Bhopal",,755-2528644,"National Highway 12, Gandhinagar, Bhopal - 462036, Phasing International Airport"
"Kendriya Vidyalaya C R P F in Bangrasia, Bhopal",,7480-262411,"Bhojpur Road, Bangrasia, Bhopal - 462045"
"Govt Girls Higher Secondary School in Jahangirabad, Bhopal",,755-2764360,"Jahangirabad, Bhopal - 462008"
"Daffodils Higher Secondary School in Ashoka Garden, Bhopal",,755-4252401,"H.No.36 Iqbal Colony New Ashoka Garden Bhopal, Ashoka Garden, Bhopal - 462023"
"St. Joseph International School For Excellence in , Bhopal",8319173824,,"Tarasevania, Near Paravalia Sadak, Bhopal, Bhopal - 462030"
"St. Joseph International School For Excellence in Air Port, Bhopal",7947296264,,"Tara Shivanaya, Parvaliya Sadak, Air Port, Bhopal - 462030, Near Airport,"
"Mahatma Gandhi Higher Secondary School in Awadhpuri, Bhopal",7224881864,,"Sector A, Berkheda, Awadhpuri, Bhopal - 462022, Behind Side Of Govt Pg College"
"G B Pant Higher Secondary School in Ashoka Garden, Bhopal",9179413150,,"Swadesh Nagar, Samrat Colony, Ashoka Garden, Bhopal - 462023"
"Red Rose School in Berasia Road, Bhopal",,755-2854662,"119/120, Lambakheda Berasia Road, Berasia Road, Bhopal - 462001, Near Hp Petrol Pump Near Maharshi School"
"Kidzee Ashoka Garden in Ashoka Garden, Bhopal",,755-4010305,"House No- 152, Ashoka Garden, Bhopal - 462023, Behind Sam Girls College"
"Nalanda Public School in Arera Colony, Bhopal",,755-2464667,"E3/196, Arera Colony, Bhopal - 462016"
"USPA - United School Of Performing Art in Misrod, Bhopal",7947295395,,"D-1/148, Danish Nagar, Misrod, Bhopal - 462026, Aashima Mall"
"Cambridge H.s. School in IDGAH Hills, Bhopal",,755-2541178,"IDGAH Hills, Bhopal - 462001, Lower Idgah Hills, Near Bhopal Gate,State Bank Chouraha,"
"Holy Cross Co-Ed School in Fanda, Bhopal",,755-2854676,"Lambakheda, Berasia Road, Bhopal, Fanda, Bhopal - 462030"
"John Bosco Public School in Aish Bagh, Bhopal",,7480-2759666,"JOHN BOSCO PUBLIC SCHOOL, Naveen Nagar, Aish Bagh, Bhopal - 462010"
"Neo MyPlanet Bagless PreSchool Katara Hills in Katara Hills, Bhopal",8839223066,,"C-9, Fortune Soumya Atlantis, Katara Hills, Bhopal - 462043, Near Signature City"
"Jawaharlal Nehru School P.W. in Govindpura, Bhopal",,755-2503708,"Road, Ward 43, Govindpura, Bhopal - 462023"
"Shaskiya Kamla Nehru Girls Higher Secondary School in Tt Nagar, Bhopal",9425015999,,"Tin Shed, New Market, North, Tt Nagar, Bhopal - 462003"
"St George Co Ed S R Secondary School in Karond, Bhopal",,755-2980472,"Berasia Road, Karond, Bhopal - 462038, Opp. BMHRC Hospital"
"Sri Aurobindo School in Tulsi Nagar, Bhopal",,755-2558286,"Tulsi Nagar, Bhopal - 462003, Behind Kannad Bhawan"
"Canyon Higher Secondary School in Ghora Nakkas, Bhopal",,755-2544111,"Mandir Mahadev Road, Ghora Nakkas, Bhopal - 462001, Behind Market, Somwara"
"St. Michaels H.S School in Lakherapura, Bhopal",,755-2740918,"Tolwali Masjid Road Ibrahim Pura, Distt. Bhopal (M.P .), Lakherapura, Bhopal - 462001"
"Bhopal Public School in Saket Nagar, Bhopal",,755-2414744,"Sector 2 A, Aiim Road, Saket Nagar, Bhopal - 462024, Near Jain Mandir"
"Jawahar Navodaya Vidyalaya in Ratibad, Bhopal",,755-2896648,"Ratibad, Bhopal - 462002, Po Suraj Nagar, Near Patel Engineering College"
"Gems Public School in Katara Hills, Bhopal",7771010328,,"Katara Main Road, Katara Hills, Bhopal - 462043"
"Bal Bharati Public School in Nishatpura, Bhopal",,755-2730206,"Nishatpura, Bhopal - 462013, Railway Coach Rehabilitation Workshop"
"Crescent Public School in Jahangirabad, Bhopal",,755-4916778,"Chiklod Road, Jahangirabad, Bhopal - 462008"
"Raja Bhoj Higher Secondary School in Arera Colony, Bhopal",8120608961,,"No 10, Arera Colony, Bhopal - 462016, Parisad, Galla Mandi, 1100 Quarters"
"Kamla Devi Public School in Bhanpur, Bhopal",,755-2970179,"Chhola Over Bridge Road, Bhanpur, Bhopal - 462010, Behind BMHRC,Near Karond Mandi"
"Kendriya Vidyalaya in Jahangirabad, Bhopal",8412659741,,"Maida Mill Road, Jahangirabad, Bhopal - 462008, Slums"
"All Saints School in Gandhinagar, Bhopal",,755-2528644,"National Highway 12, Gandhinagar, Bhopal - 462036, Phasing International Airport"
"Kendriya Vidyalaya C R P F in Bangrasia, Bhopal",,7480-262411,"Bhojpur Road, Bangrasia, Bhopal - 462045"
"Govt Girls Higher Secondary School in Jahangirabad, Bhopal",,755-2764360,"Jahangirabad, Bhopal - 462008"
"Daffodils Higher Secondary School in Ashoka Garden, Bhopal",,755-4252401,"H.No.36 Iqbal Colony New Ashoka Garden Bhopal, Ashoka Garden, Bhopal - 462023"
"St. Joseph International School For Excellence in , Bhopal",8319173824,,"Tarasevania, Near Paravalia Sadak, Bhopal, Bhopal - 462030"
"St. Joseph International School For Excellence in Air Port, Bhopal",7947296264,,"Tara Shivanaya, Parvaliya Sadak, Air Port, Bhopal - 462030, Near Airport,"
"Mahatma Gandhi Higher Secondary School in Awadhpuri, Bhopal",7224881864,,"Sector A, Berkheda, Awadhpuri, Bhopal - 462022, Behind Side Of Govt Pg College"
"G B Pant Higher Secondary School in Ashoka Garden, Bhopal",9179413150,,"Swadesh Nagar, Samrat Colony, Ashoka Garden, Bhopal - 462023"
"Red Rose School in Berasia Road, Bhopal",,755-2854662,"119/120, Lambakheda Berasia Road, Berasia Road, Bhopal - 462001, Near Hp Petrol Pump Near Maharshi School"
"Kidzee Ashoka Garden in Ashoka Garden, Bhopal",,755-4010305,"House No- 152, Ashoka Garden, Bhopal - 462023, Behind Sam Girls College"
"Nalanda Public School in Arera Colony, Bhopal",,755-2464667,"E3/196, Arera Colony, Bhopal - 462016"
"USPA - United School Of Performing Art in Misrod, Bhopal",7947295395,,"D-1/148, Danish Nagar, Misrod, Bhopal - 462026, Aashima Mall"
"Cambridge H.s. School in IDGAH Hills, Bhopal",,755-2541178,"IDGAH Hills, Bhopal - 462001, Lower Idgah Hills, Near Bhopal Gate,State Bank Chouraha,"
"Holy Cross Co-Ed School in Fanda, Bhopal",,755-2854676,"Lambakheda, Berasia Road, Bhopal, Fanda, Bhopal - 462030"
"John Bosco Public School in Aish Bagh, Bhopal",,7480-2759666,"JOHN BOSCO PUBLIC SCHOOL, Naveen Nagar, Aish Bagh, Bhopal - 462010"
"Neo MyPlanet Bagless PreSchool Katara Hills in Katara Hills, Bhopal",8839223066,,"C-9, Fortune Soumya Atlantis, Katara Hills, Bhopal - 462043, Near Signature City"
"Jawaharlal Nehru School P.W. in Govindpura, Bhopal",,755-2503708,"Road, Ward 43, Govindpura, Bhopal - 462023"
"Shaskiya Kamla Nehru Girls Higher Secondary School in Tt Nagar, Bhopal",9425015999,,"Tin Shed, New Market, North, Tt Nagar, Bhopal - 462003"
"St George Co Ed S R Secondary School in Karond, Bhopal",,755-2980472,"Berasia Road, Karond, Bhopal - 462038, Opp. BMHRC Hospital"
"Sri Aurobindo School in Tulsi Nagar, Bhopal",,755-2558286,"Tulsi Nagar, Bhopal - 462003, Behind Kannad Bhawan"
"Canyon Higher Secondary School in Ghora Nakkas, Bhopal",,755-2544111,"Mandir Mahadev Road, Ghora Nakkas, Bhopal - 462001, Behind Market, Somwara"
"St. Michaels H.S School in Lakherapura, Bhopal",,755-2740918,"Tolwali Masjid Road Ibrahim Pura, Distt. Bhopal (M.P .), Lakherapura, Bhopal - 462001"
"Bhopal Public School in Saket Nagar, Bhopal",,755-2414744,"Sector 2 A, Aiim Road, Saket Nagar, Bhopal - 462024, Near Jain Mandir"
"Daffodils Higher Secondary School in Ashoka Garden, Bhopal",,755-4252401,"H.No.36 Iqbal Colony New Ashoka Garden Bhopal, Ashoka Garden, Bhopal - 462023"
"St. Joseph International School For Excellence in , Bhopal",8319173824,,"Tarasevania, Near Paravalia Sadak, Bhopal, Bhopal - 462030"
"St. Joseph International School For Excellence in Air Port, Bhopal",7947296264,,"Tara Shivanaya, Parvaliya Sadak, Air Port, Bhopal - 462030, Near Airport,"
"Mahatma Gandhi Higher Secondary School in Awadhpuri, Bhopal",7224881864,,"Sector A, Berkheda, Awadhpuri, Bhopal - 462022, Behind Side Of Govt Pg College"
"G B Pant Higher Secondary School in Ashoka Garden, Bhopal",9179413150,,"Swadesh Nagar, Samrat Colony, Ashoka Garden, Bhopal - 462023"
"Red Rose School in Berasia Road, Bhopal",,755-2854662,"119/120, Lambakheda Berasia Road, Berasia Road, Bhopal - 462001, Near Hp Petrol Pump Near Maharshi School"
"Kidzee Ashoka Garden in Ashoka Garden, Bhopal",,755-4010305,"House No- 152, Ashoka Garden, Bhopal - 462023, Behind Sam Girls College"
"Nalanda Public School in Arera Colony, Bhopal",,755-2464667,"E3/196, Arera Colony, Bhopal - 462016"
"USPA - United School Of Performing Art in Misrod, Bhopal",7947295395,,"D-1/148, Danish Nagar, Misrod, Bhopal - 462026, Aashima Mall"
"Cambridge H.s. School in IDGAH Hills, Bhopal",,755-2541178,"IDGAH Hills, Bhopal - 462001, Lower Idgah Hills, Near Bhopal Gate,State Bank Chouraha,"
"Holy Cross Co-Ed School in Fanda, Bhopal",,755-2854676,"Lambakheda, Berasia Road, Bhopal, Fanda, Bhopal - 462030"
"John Bosco Public School in Aish Bagh, Bhopal",,7480-2759666,"JOHN BOSCO PUBLIC SCHOOL, Naveen Nagar, Aish Bagh, Bhopal - 462010"
"Neo MyPlanet Bagless PreSchool Katara Hills in Katara Hills, Bhopal",8839223066,,"C-9, Fortune Soumya Atlantis, Katara Hills, Bhopal - 462043, Near Signature City"
"Jawaharlal Nehru School P.W. in Govindpura, Bhopal",,755-2503708,"Road, Ward 43, Govindpura, Bhopal - 462023"
"Shaskiya Kamla Nehru Girls Higher Secondary School in Tt Nagar, Bhopal",9425015999,,"Tin Shed, New Market, North, Tt Nagar, Bhopal - 462003"
"St George Co Ed S R Secondary School in Karond, Bhopal",,755-2980472,"Berasia Road, Karond, Bhopal - 462038, Opp. BMHRC Hospital"
"Sri Aurobindo School in Tulsi Nagar, Bhopal",,755-2558286,"Tulsi Nagar, Bhopal - 462003, Behind Kannad Bhawan"
"Canyon Higher Secondary School in Ghora Nakkas, Bhopal",,755-2544111,"Mandir Mahadev Road, Ghora Nakkas, Bhopal - 462001, Behind Market, Somwara"
"St. Michaels H.S School in Lakherapura, Bhopal",,755-2740918,"Tolwali Masjid Road Ibrahim Pura, Distt. Bhopal (M.P .), Lakherapura, Bhopal - 462001"
"Bhopal Public School in Saket Nagar, Bhopal",,755-2414744,"Sector 2 A, Aiim Road, Saket Nagar, Bhopal - 462024, Near Jain Mandir"
"Holy Cross Co-Ed School in Fanda, Bhopal",,755-2854676,"Lambakheda, Berasia Road, Bhopal, Fanda, Bhopal - 462030"
"John Bosco Public School in Aish Bagh, Bhopal",,7480-2759666,"JOHN BOSCO PUBLIC SCHOOL, Naveen Nagar, Aish Bagh, Bhopal - 462010"
"Neo MyPlanet Bagless PreSchool Katara Hills in Katara Hills, Bhopal",8839223066,,"C-9, Fortune Soumya Atlantis, Katara Hills, Bhopal - 462043, Near Signature City"
"Jawaharlal Nehru School P.W. in Govindpura, Bhopal",,755-2503708,"Road, Ward 43, Govindpura, Bhopal - 462023"
"Shaskiya Kamla Nehru Girls Higher Secondary School in Tt Nagar, Bhopal",9425015999,,"Tin Shed, New Market, North, Tt Nagar, Bhopal - 462003"
"St George Co Ed S R Secondary School in Karond, Bhopal",,755-2980472,"Berasia Road, Karond, Bhopal - 462038, Opp. BMHRC Hospital"
"Sri Aurobindo School in Tulsi Nagar, Bhopal",,755-2558286,"Tulsi Nagar, Bhopal - 462003, Behind Kannad Bhawan"
"Canyon Higher Secondary School in Ghora Nakkas, Bhopal",,755-2544111,"Mandir Mahadev Road, Ghora Nakkas, Bhopal - 462001, Behind Market, Somwara"
"St. Michaels H.S School in Lakherapura, Bhopal",,755-2740918,"Tolwali Masjid Road Ibrahim Pura, Distt. Bhopal (M.P .), Lakherapura, Bhopal - 462001"
"Bhopal Public School in Saket Nagar, Bhopal",,755-2414744,"Sector 2 A, Aiim Road, Saket Nagar, Bhopal - 462024, Near Jain Mandir"
"G B Convent Day Boarding School in Shahajanabad, Bhopal",9827436112,,"Shankaracharya Nagar, Shahajanabad, Bhopal - 462001"
"Presentation Dales School in Nehru Nagar, Bhopal",,755-6455504,"12 Chitra Gupt Nagar, Nehru Nagar, Bhopal - 462003, Vaishali Teraha,"
"Asnani School in Hoshangabad Road, Bhopal",,755-2985828,"Hoshangabad Road, Bhopal - 462011, Near Pebble Bay"
"Jagrati Higher Secondary School in Ashoka Garden, Bhopal",No Number!,,"Ashoka Garden, Ashoka Garden, Bhopal - 462023, Swadesh Nagar"
"Kidz Tweeties School in Shahajanabad, Bhopal",8889350765,,"Building No 69 Noormahal Road, Noor Mahal Road, Shahajanabad, Bhopal - 462001, Behind Badshah Shaadi Hall"
"Government Naveen High School in Bagh Swaniya, Bhopal",,755-4258742,"Bagsewaniya, Om Nagar, Bhel Sangam Colony, Bagh Swaniya, Bhopal - 462043"
"Om Vidya Mandir in Bhopal Gpo, Bhopal",,755-2643859,"4 Devlok Coloney CTO Bairagarh Bhopal, Bhopal Gpo, Bhopal - 462001"
